age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,pets,smokes,speaks
25,single,m,straight,athletic,strictly anything,socially,sometimes,graduated from two-year college,pacific islander,67,30000,entertainment / media,"oakland, california",doesn't have kids,has dogs,sometimes,"english, spanish (poorly)"
36,single,f,straight,curvy,strictly anything,socially,sometimes,graduated from law school,white,60,60000,law / legal services,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english, yiddish (poorly)"
35,single,m,straight,average,anything,socially,never,graduated from college/university,asian,68,40000,other,"san francisco, california","doesn't have kids, but wants them",has dogs,when drinking,"english, korean"
34,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,other,68,40000,education / academia,"alameda, california",has a kid,likes dogs and likes cats,no,"english (fluently), spanish (okay)"
34,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,73,50000,political / government,"walnut creek, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english
41,single,f,straight,average,mostly anything,socially,never,graduated from college/university,hispanic / latin,60,100000,science / tech / engineering,"san mateo, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), spanish (okay)"
20,single,m,straight,average,mostly anything,rarely,sometimes,working on college/university,indian,68,20000,student,"berkeley, california",doesn't want kids,likes dogs,sometimes,"english, bengali (fluently)"
40,single,f,bisexual,curvy,mostly anything,socially,sometimes,graduated from masters program,white,65,20000,entertainment / media,"alameda, california",doesn't want kids,likes dogs and has cats,yes,"english (fluently), french"
36,single,m,straight,athletic,anything,socially,never,graduated from ph.d program,white,75,80000,science / tech / engineering,"san mateo, california","has a kid, and might want more",likes dogs and likes cats,no,english
51,single,m,straight,athletic,vegetarian,socially,never,working on masters program,white,75,150000,artistic / musical / writer,"san mateo, california",has kids,has dogs and has cats,no,english (fluently)
25,single,m,gay,a little extra,mostly anything,socially,never,working on two-year college,black,69,30000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,has cats,no,english
38,single,f,straight,fit,mostly anything,socially,never,graduated from ph.d program,asian,64,80000,science / tech / engineering,"alameda, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), chinese (fluently), german (poorly)"
29,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,75,100000,sales / marketing / biz dev,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,english
40,married,m,straight,a little extra,mostly anything,not at all,never,graduated from college/university,white,64,60000,computer / hardware / software,"south san francisco, california",doesn't want kids,likes dogs and likes cats,no,"english (fluently), c++ (okay)"
64,single,m,straight,fit,mostly anything,socially,sometimes,college/university,white,72,100000,sales / marketing / biz dev,"redwood city, california",has a kid,likes dogs and likes cats,no,"english (fluently), latin (poorly)"
30,single,m,straight,athletic,mostly anything,very often,never,graduated from law school,"asian, pacific islander",76,150000,law / legal services,"san francisco, california",doesn't want kids,dislikes dogs and has cats,no,"english (fluently), german (fluently), japanese (fluently), chinese (fluently), french (okay)"
38,single,m,straight,average,mostly anything,rarely,never,dropped out of college/university,"asian, black, pacific islander, white",70,20000,other,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (poorly), c++ (poorly), yiddish"
44,single,m,straight,average,mostly anything,not at all,never,graduated from masters program,white,70,100000,computer / hardware / software,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs,trying to quit,english (fluently)
47,single,f,straight,curvy,mostly anything,socially,never,graduated from masters program,white,64,80000,other,"lafayette, california","has kids, but doesn't want more",likes dogs and dislikes cats,no,"english (fluently), spanish (poorly), french (poorly), other, other"
54,single,m,straight,overweight,mostly anything,socially,never,graduated from college/university,white,71,100000,medicine / health,"palo alto, california","has a kid, but doesn't want more",likes dogs and has cats,no,english (fluently)
26,single,m,straight,thin,mostly anything,very often,often,dropped out of space camp,"black, white, other",68,1000000,rather not say,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,yes,english (fluently)
24,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,64,20000,education / academia,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (fluently), portuguese (poorly), yiddish (poorly), chinese (poorly)"
25,single,m,straight,a little extra,mostly anything,rarely,never,working on two-year college,white,73,20000,student,"benicia, california","doesn't have kids, but wants them",likes dogs and likes cats,sometimes,english (fluently)
35,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,72,100000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), french (poorly)"
23,single,m,straight,a little extra,mostly anything,socially,never,graduated from two-year college,hispanic / latin,72,20000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (fluently), italian (poorly), japanese (poorly)"
56,single,m,gay,fit,mostly vegetarian,socially,never,graduated from law school,white,69,150000,education / academia,"sausalito, california","doesn't have kids, but might want them",has dogs,no,english
51,single,f,straight,athletic,mostly anything,socially,never,graduated from college/university,white,66,20000,education / academia,"pleasant hill, california",has a kid,likes dogs,no,"english (okay), lithuanian (fluently), russian (okay)"
19,single,m,straight,average,mostly anything,socially,never,working on space camp,white,70,20000,other,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,sometimes,"english (fluently), other (fluently)"
36,single,m,straight,fit,mostly anything,often,never,graduated from college/university,indian,67,150000,computer / hardware / software,"south san francisco, california","doesn't have kids, and doesn't want any",has dogs,no,english
28,seeing someone,f,straight,thin,strictly vegetarian,often,sometimes,graduated from college/university,"black, native american, indian, white, other",64,1000000,transportation,"oakland, california",doesn't want kids,likes dogs and has cats,sometimes,"english (okay), german (poorly)"
34,single,f,straight,thin,mostly kosher,often,sometimes,graduated from college/university,white,69,50000,sales / marketing / biz dev,"san francisco, california",wants kids,likes dogs and likes cats,yes,"english (fluently), c++ (poorly), other (okay)"
39,single,m,straight,a little extra,mostly vegetarian,rarely,never,graduated from masters program,white,68,100000,science / tech / engineering,"menlo park, california","doesn't have kids, but might want them",dislikes dogs and likes cats,no,"english (fluently), german (fluently), norwegian (fluently), c++ (fluently), french (okay)"
33,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from ph.d program,white,69,100000,medicine / health,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english
48,single,m,straight,average,mostly anything,socially,never,graduated from ph.d program,"pacific islander, white",69,150000,executive / management,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), tagalog (okay), spanish (poorly), japanese (poorly), german (poorly)"
22,single,f,straight,curvy,anything,socially,never,working on college/university,"black, native american",63,40000,medicine / health,"alameda, california",has a kid,likes dogs and likes cats,sometimes,english
22,single,m,straight,athletic,strictly anything,socially,sometimes,working on college/university,white,67,20000,other,"belvedere tiburon, california",doesn't have kids,has dogs,when drinking,"english, spanish (poorly)"
35,single,m,straight,average,mostly anything,socially,never,graduated from space camp,white,73,150000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english
24,single,m,straight,fit,anything,socially,never,high school,white,73,70000,military,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,sometimes,english
28,seeing someone,m,straight,a little extra,mostly anything,socially,never,graduated from ph.d program,white,70,30000,education / academia,"oakland, california",doesn't want kids,dislikes dogs and likes cats,no,"english (fluently), french (poorly)"
44,single,f,straight,average,anything,rarely,never,graduated from college/university,white,66,50000,other,"san rafael, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
24,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,66,80000,science / tech / engineering,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), german (okay)"
34,single,f,straight,fit,anything,often,never,graduated from masters program,white,64,50000,education / academia,"oakland, california",doesn't want kids,likes dogs and dislikes cats,no,english
24,single,m,gay,fit,anything,often,never,working on ph.d program,hispanic / latin,65,30000,student,"stanford, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), spanish (fluently)"
21,single,f,bisexual,curvy,mostly vegetarian,socially,never,working on two-year college,white,66,20000,student,"oakland, california","doesn't have kids, and doesn't want any",dislikes dogs and likes cats,no,english
28,single,m,bisexual,average,mostly anything,socially,sometimes,graduated from college/university,white,67,100000,science / tech / engineering,"berkeley, california","doesn't have kids, but might want them",likes dogs,no,english
29,single,m,straight,thin,mostly vegetarian,often,sometimes,graduated from college/university,white,69,20000,other,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,sometimes,"english (fluently), spanish (okay)"
25,single,m,straight,a little extra,mostly anything,socially,sometimes,graduated from high school,white,72,20000,other,"vallejo, california",doesn't want kids,has dogs and has cats,no,"english (fluently), spanish (poorly), yiddish (poorly)"
22,single,m,straight,average,mostly anything,socially,never,working on college/university,asian,66,20000,sales / marketing / biz dev,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), tagalog (okay)"
33,single,m,straight,a little extra,anything,socially,never,graduated from college/university,white,67,1000000,artistic / musical / writer,"san francisco, california","has a kid, and wants more",likes dogs and likes cats,no,"english, spanish (poorly)"
23,single,m,straight,jacked,mostly anything,socially,never,graduated from college/university,white,71,500000,science / tech / engineering,"benicia, california",doesn't have kids,likes cats,no,"english, german (poorly)"
44,single,m,straight,average,mostly anything,socially,never,dropped out of ph.d program,white,76,100000,other,"san francisco, california",has a kid,likes dogs and likes cats,no,"english, russian (okay), ancient greek (okay), latin (poorly)"
22,single,f,straight,curvy,mostly vegetarian,socially,sometimes,working on two-year college,"black, white",67,20000,hospitality / travel,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,english
69,single,m,straight,a little extra,mostly vegetarian,rarely,never,graduated from law school,white,65,20000,artistic / musical / writer,"san rafael, california",doesn't have kids,likes dogs and dislikes cats,no,english (fluently)
34,single,m,straight,average,mostly anything,rarely,never,graduated from college/university,white,74,20000,artistic / musical / writer,"pleasant hill, california",doesn't have kids,likes dogs and likes cats,no,english (fluently)
20,single,m,straight,average,mostly anything,socially,sometimes,working on college/university,white,71,20000,student,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and has cats,no,"english (fluently), italian (fluently), arabic (poorly)"
28,single,m,straight,fit,mostly anything,socially,sometimes,graduated from high school,asian,70,20000,hospitality / travel,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,sometimes,"english (fluently), vietnamese (okay)"
24,single,m,gay,average,anything,socially,sometimes,working on college/university,white,75,20000,student,"benicia, california",doesn't want kids,likes dogs and likes cats,no,"english (fluently), sign language (okay)"
35,single,f,bisexual,curvy,mostly other,often,sometimes,graduated from two-year college,white,66,30000,other,"alameda, california",has a kid,has dogs,no,english (fluently)
31,single,f,straight,full figured,mostly anything,often,never,graduated from college/university,hispanic / latin,64,20000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,no,"english (fluently), spanish (okay), french (poorly)"
22,single,m,straight,athletic,strictly anything,rarely,never,graduated from college/university,white,70,80000,computer / hardware / software,"menlo park, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
32,single,m,straight,athletic,strictly other,rarely,never,graduated from college/university,white,72,80000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english
28,single,m,straight,average,strictly anything,often,never,graduated from college/university,white,70,40000,other,"santa rosa, california",doesn't have kids,likes dogs and dislikes cats,no,english
21,single,f,straight,thin,anything,rarely,never,working on college/university,white,65,20000,student,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,no,"english (fluently), french (fluently)"
47,single,f,straight,full figured,mostly other,socially,never,graduated from high school,white,76,20000,clerical / administrative,"hayward, california",has kids,likes dogs and likes cats,yes,english
32,single,m,straight,athletic,mostly anything,not at all,never,graduated from college/university,white,70,20000,hospitality / travel,"berkeley, california",has a kid,has dogs and has cats,trying to quit,english
20,single,m,straight,fit,mostly vegetarian,socially,sometimes,college/university,white,69,20000,student,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,sometimes,"english (fluently), dutch (okay), spanish (okay)"
49,single,f,bisexual,average,anything,not at all,never,working on high school,asian,64,30000,other,"oakland, california",doesn't want kids,likes dogs and dislikes cats,no,"english (fluently), chinese (fluently), english (okay)"
30,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from masters program,other,68,80000,science / tech / engineering,"fremont, california","doesn't have kids, but might want them",likes dogs,no,english (fluently)
23,single,m,straight,athletic,mostly anything,socially,never,working on masters program,"middle eastern, hispanic / latin",76,100000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,yes,"english (fluently), portuguese (fluently), spanish (fluently)"
23,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,67,50000,artistic / musical / writer,"san pablo, california","doesn't have kids, but might want them",has dogs and likes cats,no,"english (fluently), spanish (fluently)"
24,single,m,straight,average,mostly other,socially,never,working on college/university,hispanic / latin,66,30000,student,"oakland, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), spanish (fluently)"
39,single,f,straight,thin,mostly vegetarian,socially,never,graduated from med school,indian,62,80000,medicine / health,"palo alto, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english
23,single,f,straight,curvy,mostly anything,socially,never,graduated from two-year college,white,69,20000,other,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,no,english
29,single,f,straight,curvy,vegan,not at all,never,graduated from two-year college,"black, native american, hispanic / latin, white, other",60,20000,other,"palo alto, california",doesn't want kids,likes dogs and has cats,no,"english (fluently), spanish (fluently), french (okay), japanese (poorly)"
28,single,m,straight,average,strictly anything,socially,never,graduated from college/university,white,74,20000,other,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,"english (fluently), spanish (okay)"
25,single,f,bisexual,curvy,strictly anything,socially,never,working on masters program,white,72,20000,education / academia,"oakland, california",wants kids,has dogs and likes cats,sometimes,"english (fluently), spanish (poorly)"
31,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,white,69,100000,science / tech / engineering,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
20,single,f,straight,thin,mostly anything,not at all,never,working on college/university,"asian, native american, white",60,1000000,executive / management,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,sometimes,"english (fluently), chinese (okay)"
21,available,m,straight,athletic,mostly vegetarian,socially,never,working on ph.d program,white,70,20000,student,"berkeley, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), c++ (fluently)"
22,single,f,straight,curvy,mostly anything,socially,never,working on college/university,"black, other",68,20000,student,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,yes,"english (fluently), french (okay)"
26,seeing someone,f,straight,curvy,mostly anything,socially,never,graduated from college/university,asian,64,50000,education / academia,"san francisco, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), spanish (poorly), chinese (poorly)"
27,available,f,bisexual,athletic,mostly anything,often,sometimes,working on college/university,white,66,40000,clerical / administrative,"san francisco, california","doesn't have kids, but might want them",has dogs,sometimes,english
19,single,f,straight,curvy,anything,socially,sometimes,working on college/university,white,65,20000,artistic / musical / writer,"san francisco, california",doesn't want kids,dislikes dogs and likes cats,no,"english (fluently), other (poorly)"
31,single,m,straight,fit,strictly anything,socially,never,graduated from masters program,white,74,60000,computer / hardware / software,"burlingame, california",has a kid,likes cats,when drinking,"english (fluently), c++ (okay), german (poorly), japanese (poorly)"
46,single,m,gay,thin,mostly vegetarian,socially,never,working on college/university,white,70,20000,student,"san francisco, california",doesn't want kids,has dogs and likes cats,no,english
32,single,f,straight,athletic,mostly anything,rarely,never,graduated from college/university,asian,66,60000,other,"oakland, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), vietnamese (fluently)"
49,single,m,straight,average,vegetarian,socially,never,working on college/university,black,75,80000,entertainment / media,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english, other (fluently)"
19,single,m,straight,average,mostly anything,socially,never,working on college/university,white,73,20000,student,"san francisco, california",doesn't want kids,likes dogs and likes cats,no,"english (fluently), spanish (okay)"
29,single,m,straight,average,strictly other,socially,never,graduated from college/university,white,74,50000,artistic / musical / writer,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,no,english
24,single,m,straight,thin,mostly anything,socially,sometimes,graduated from college/university,white,70,20000,education / academia,"oakland, california",doesn't have kids,has dogs,no,english (fluently)
21,single,m,straight,average,strictly anything,often,sometimes,graduated from college/university,white,71,80000,computer / hardware / software,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (fluently), c++ (okay), lisp (okay), latin (poorly)"
22,single,m,straight,thin,mostly anything,socially,sometimes,working on college/university,"asian, pacific islander",66,20000,sales / marketing / biz dev,"hayward, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,english (fluently)
44,single,m,straight,average,mostly anything,not at all,sometimes,dropped out of masters program,white,74,1000000,executive / management,"san francisco, california",has kids,has dogs,no,"english (fluently), french (poorly), spanish (poorly)"
33,single,f,straight,curvy,anything,socially,never,graduated from masters program,white,66,40000,other,"albany, california","doesn't have kids, but wants them",has cats,no,"english (fluently), german (poorly)"
32,single,m,bisexual,fit,strictly kosher,not at all,never,college/university,other,72,1000000,computer / hardware / software,"berkeley, california",doesn't have kids,likes dogs and has cats,when drinking,"english (poorly), english (okay), english (fluently)"
25,single,m,straight,average,mostly anything,socially,never,working on college/university,white,71,20000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), chinese (poorly), spanish (poorly)"
26,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,white,74,30000,computer / hardware / software,"san francisco, california",doesn't have kids,likes dogs and likes cats,when drinking,english
18,single,m,straight,fit,mostly anything,socially,never,working on two-year college,"asian, hispanic / latin",68,20000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,"english (fluently), chinese (fluently), spanish (okay), french (poorly)"
20,single,m,straight,athletic,mostly anything,not at all,never,graduated from high school,"hispanic / latin, white, other",68,30000,construction / craftsmanship,"daly city, california",doesn't have kids,likes dogs,no,"english (fluently), spanish (poorly)"
54,available,m,straight,fit,mostly anything,socially,never,graduated from masters program,white,70,100000,science / tech / engineering,"lafayette, california","has kids, but doesn't want more",has dogs and likes cats,no,english
31,seeing someone,f,straight,curvy,mostly anything,rarely,never,graduated from college/university,white,66,40000,medicine / health,"pleasant hill, california",doesn't want kids,likes dogs and has cats,no,english
42,single,f,straight,fit,mostly vegetarian,often,never,graduated from masters program,white,63,60000,other,"oakland, california","doesn't have kids, but wants them",likes dogs and has cats,no,"english (fluently), swedish (okay)"
30,single,m,straight,athletic,strictly anything,socially,sometimes,graduated from masters program,white,76,100000,executive / management,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
43,single,f,straight,athletic,mostly anything,socially,never,graduated from masters program,white,66,50000,education / academia,"san rafael, california",doesn't have kids,likes dogs,no,english
29,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,69,100000,sales / marketing / biz dev,"oakland, california","has a kid, and might want more",has dogs and likes cats,no,english (fluently)
33,single,f,straight,curvy,mostly anything,socially,never,graduated from masters program,hispanic / latin,67,40000,law / legal services,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), spanish (fluently)"
35,single,m,straight,athletic,mostly anything,socially,never,working on college/university,"native american, hispanic / latin, white",72,20000,student,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
42,single,f,straight,curvy,strictly anything,often,sometimes,graduated from college/university,white,67,70000,banking / financial / real estate,"pacifica, california",doesn't have kids,has dogs and likes cats,no,english (okay)
26,single,m,straight,a little extra,mostly other,not at all,never,graduated from high school,"hispanic / latin, white, other",73,30000,executive / management,"redwood city, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (fluently), spanish (poorly)"
22,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from college/university,"hispanic / latin, white",72,20000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,"english (fluently), spanish (fluently)"
41,single,f,straight,thin,anything,socially,never,graduated from masters program,white,62,100000,executive / management,"lafayette, california",doesn't have kids,has dogs,no,"english (fluently), french (fluently), greek (fluently), italian (poorly)"
65,single,f,straight,curvy,mostly anything,not at all,never,graduated from masters program,white,67,50000,medicine / health,"lafayette, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,english
60,single,f,gay,full figured,mostly anything,not at all,never,graduated from masters program,white,62,40000,medicine / health,"el sobrante, california",has a kid,has dogs,sometimes,english
41,single,m,straight,average,strictly anything,socially,never,graduated from college/university,white,72,60000,other,"san francisco, california",has a kid,likes dogs,no,english
31,single,m,straight,fit,strictly anything,often,sometimes,graduated from college/university,white,70,40000,other,"san francisco, california",doesn't have kids,likes dogs,yes,english
21,single,f,straight,average,mostly anything,rarely,never,working on college/university,middle eastern,66,20000,student,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), farsi (fluently), french (poorly)"
22,single,m,straight,average,mostly other,socially,never,working on masters program,hispanic / latin,70,60000,education / academia,"oakland, california","doesn't have kids, but wants them",dislikes dogs and dislikes cats,no,"english (fluently), spanish"
30,seeing someone,f,straight,a little extra,anything,rarely,never,working on college/university,hispanic / latin,58,40000,clerical / administrative,"oakland, california","has kids, but doesn't want more",likes dogs and dislikes cats,no,english
35,single,m,straight,athletic,strictly other,socially,never,graduated from college/university,white,76,80000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), english (fluently), french (okay)"
35,single,m,straight,fit,mostly anything,socially,never,dropped out of college/university,white,71,40000,construction / craftsmanship,"oakland, california",doesn't want kids,likes dogs and likes cats,when drinking,english
27,married,m,straight,skinny,mostly anything,often,sometimes,graduated from two-year college,"white, other",70,30000,other,"berkeley, california",doesn't have kids,likes dogs and likes cats,no,english
25,single,f,straight,thin,strictly vegetarian,very often,often,dropped out of high school,white,66,1000000,unemployed,"san leandro, california","doesn't have kids, and doesn't want any",dislikes dogs and has cats,sometimes,english
32,single,f,straight,a little extra,mostly anything,socially,never,graduated from masters program,white,68,40000,sales / marketing / biz dev,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), italian (okay), chinese (poorly), hebrew (poorly)"
19,single,f,straight,curvy,mostly other,socially,never,college/university,"black, hispanic / latin, white",66,30000,entertainment / media,"hayward, california","doesn't have kids, but wants them",has dogs and has cats,no,"english (fluently), spanish (okay)"
45,single,m,straight,average,mostly anything,rarely,never,graduated from college/university,white,73,30000,construction / craftsmanship,"oakland, california","doesn't have kids, but might want them",has cats,no,english
24,single,m,straight,fit,mostly vegetarian,socially,never,dropped out of college/university,"pacific islander, white",73,80000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), russian (poorly), spanish (poorly)"
32,single,m,straight,fit,strictly anything,socially,sometimes,graduated from college/university,"white, other",72,50000,education / academia,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
23,single,f,straight,average,mostly anything,socially,never,working on college/university,white,66,40000,medicine / health,"walnut creek, california",doesn't have kids,has dogs and has cats,no,"english (fluently), spanish (poorly), german (poorly)"
26,seeing someone,m,straight,average,mostly anything,rarely,never,graduated from college/university,white,70,60000,banking / financial / real estate,"san leandro, california",doesn't have kids,likes dogs and likes cats,no,english
37,single,m,gay,fit,mostly vegetarian,socially,never,graduated from college/university,"pacific islander, other",65,60000,other,"vallejo, california","doesn't have kids, and doesn't want any",likes dogs and dislikes cats,no,"english (fluently), french (okay), spanish (poorly), tagalog (poorly), japanese (poorly)"
44,single,f,straight,fit,strictly vegetarian,socially,never,graduated from masters program,white,69,60000,artistic / musical / writer,"oakland, california","doesn't have kids, and doesn't want any",likes dogs,no,english
42,single,m,straight,fit,mostly anything,rarely,never,graduated from college/university,white,75,80000,medicine / health,"walnut creek, california",doesn't want kids,has dogs and likes cats,no,english
28,single,m,straight,average,mostly anything,socially,never,graduated from college/university,"asian, white",66,40000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs,no,english (fluently)
38,married,m,straight,average,mostly anything,often,sometimes,graduated from space camp,white,71,60000,other,"mill valley, california",doesn't have kids,likes dogs and likes cats,no,english
58,single,f,straight,curvy,anything,socially,never,graduated from college/university,other,63,70000,education / academia,"oakland, california",doesn't have kids,likes dogs and has cats,no,"english, japanese (fluently)"
27,single,m,straight,skinny,mostly anything,rarely,never,working on ph.d program,asian,68,20000,student,"palo alto, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), chinese (poorly)"
39,single,f,straight,thin,mostly vegetarian,not at all,never,graduated from space camp,white,65,80000,other,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,no,english
38,single,m,straight,a little extra,mostly anything,socially,sometimes,dropped out of college/university,"asian, white",70,20000,hospitality / travel,"san bruno, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,yes,"english (fluently), tagalog (okay), spanish (poorly)"
63,single,m,straight,overweight,mostly anything,socially,sometimes,graduated from masters program,white,71,80000,education / academia,"el cerrito, california",has a kid,likes dogs and likes cats,no,"english (fluently), spanish (fluently), french (okay)"
32,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,77,100000,other,"martinez, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), spanish (okay)"
51,single,m,straight,fit,mostly anything,socially,never,graduated from masters program,white,72,250000,executive / management,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
35,single,m,straight,average,mostly anything,socially,never,graduated from college/university,asian,71,80000,computer / hardware / software,"oakland, california",doesn't have kids,likes cats,sometimes,"english, english (fluently)"
31,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,68,150000,computer / hardware / software,"san francisco, california",has a kid,likes dogs and has cats,no,"english (fluently), hebrew (fluently), russian (okay)"
33,single,m,straight,average,anything,socially,never,graduated from college/university,asian,71,80000,entertainment / media,"foster city, california","doesn't have kids, but wants them",likes dogs,no,english
32,single,m,straight,average,strictly anything,socially,sometimes,dropped out of college/university,white,72,50000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,sometimes,"english (okay), spanish (poorly), other (fluently)"
29,single,m,straight,a little extra,anything,socially,sometimes,graduated from high school,"middle eastern, hispanic / latin",69,80000,medicine / health,"san francisco, california",doesn't have kids,has dogs,yes,"english (fluently), farsi (fluently)"
28,single,m,straight,athletic,mostly anything,rarely,never,working on college/university,black,66,50000,other,"millbrae, california","doesn't have kids, but wants them",likes dogs,no,english (fluently)
27,single,m,straight,fit,mostly anything,often,sometimes,graduated from college/university,white,70,20000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,sometimes,english
27,single,m,straight,fit,strictly vegan,rarely,sometimes,graduated from college/university,"asian, white",67,100000,science / tech / engineering,"berkeley, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), latin (poorly), c++ (okay), french (poorly)"
24,single,m,straight,thin,strictly anything,often,never,working on two-year college,white,73,20000,hospitality / travel,"oakland, california",doesn't have kids,likes dogs and has cats,yes,english
29,single,f,bisexual,average,mostly anything,rarely,never,working on ph.d program,"hispanic / latin, white",70,20000,student,"oakland, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), spanish (fluently)"
24,single,m,straight,a little extra,mostly anything,socially,never,graduated from two-year college,white,72,60000,sales / marketing / biz dev,"san bruno, california",doesn't have kids,likes dogs,no,"english (fluently), italian (fluently)"
23,single,m,straight,athletic,anything,socially,never,working on college/university,asian,69,50000,sales / marketing / biz dev,"millbrae, california",doesn't have kids,has dogs,sometimes,"english (fluently), chinese (okay), japanese (poorly), korean (poorly)"
