age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
33	single	m	straight	fit	strictly anything	often	never	graduated from college/university	white	72	100000	science / tech / engineering	"san francisco, california"	doesn't have kids		no	"english (fluently), spanish (okay), italian (poorly)"
28	single	f	gay	thin	mostly vegan	socially	never	graduated from law school	white	68	60000	law / legal services	"oakland, california"	doesn't have kids	likes dogs and likes cats	no	english (fluently)
23	single	m	straight	thin	mostly anything	socially	never	working on college/university	hispanic / latin	69	20000	computer / hardware / software	"pacifica, california"		likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
68	single	m	straight	fit		rarely	never	graduated from two-year college	white	65	50000	banking / financial / real estate	"oakland, california"	has kids	likes dogs and has cats	no	"english (fluently), hungarian (fluently), french (okay), spanish (okay)"
25	single	f	straight	full figured		socially	sometimes	working on college/university	"black, hispanic / latin"	70	20000	education / academia	"san pablo, california"		likes dogs and likes cats	when drinking	"english (fluently), spanish (fluently), russian (poorly)"
25	single	m	bisexual	athletic		rarely	never	graduated from college/university	white	68	80000	law / legal services	"daly city, california"	doesn't have kids	likes dogs	no	english
26	single	m	straight	fit	mostly anything	socially		graduated from college/university	white	74	70000	computer / hardware / software	"berkeley, california"		likes dogs and likes cats	no	"english, lisp, c++, sign language (poorly)"
24	single	m	straight	athletic	mostly anything	socially		graduated from college/university	"asian, black, native american"	67	50000	computer / hardware / software	"san francisco, california"	doesn't have kids	has dogs	no	english
23	single	f	bisexual	average	anything	socially	never	graduated from high school	white	62	20000	artistic / musical / writer	"san lorenzo, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	sometimes	"english (fluently), french (poorly), sign language (poorly), german (poorly), spanish (poorly)"
24	single	m	straight	athletic	anything	very often		graduated from college/university		70	60000	sales / marketing / biz dev	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes dogs	sometimes	english
30	single	m	straight	average	anything	often	never	graduated from college/university	white	72	50000	science / tech / engineering	"oakland, california"		likes dogs and likes cats	no	"english (fluently), portuguese (okay), spanish (poorly)"
38	single	m	straight			socially	never	graduated from space camp	white	72	100000	entertainment / media	"san francisco, california"		has dogs and likes cats	no	"english (fluently), german (poorly), c++ (fluently)"
30	available	m	straight	average	anything	socially	sometimes	graduated from college/university	white	71	70000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	english (fluently)
26	single	m	straight	athletic	mostly anything	socially	sometimes	working on college/university	white	67	30000		"san anselmo, california"		likes dogs and dislikes cats	no	"english (fluently), english (poorly)"
38	single	m	straight	athletic		socially	never	graduated from masters program	"hispanic / latin, other"	64	60000	other	"berkeley, california"		likes dogs and likes cats	no	"english (fluently), italian (fluently), spanish (fluently)"
31	seeing someone	m	gay	average		socially	never	working on college/university	"pacific islander, white"	67	20000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	when drinking	"english (poorly), c++ (fluently)"
40	single	m	straight	athletic	mostly vegetarian	socially	never	two-year college	white	73	100000	construction / craftsmanship	"woodside, california"			no	english
25	single	m	straight	athletic	anything	socially	never	graduated from masters program	white	70	100000	executive / management	"san francisco, california"	doesn't have kids	likes dogs	no	"english (fluently), german (fluently), portuguese (poorly), spanish (poorly), latin (poorly)"
33	single	m	straight	a little extra	mostly anything	often	sometimes	college/university	white	76	100000		"san francisco, california"		has dogs	no	english
28	single	m	straight	athletic	mostly other	socially	never	graduated from college/university	indian	70	70000	artistic / musical / writer	"emeryville, california"	"doesn't have kids, but might want them"		sometimes	"english (fluently), gujarati (fluently), hindi (okay), spanish (fluently)"
19	single	m	straight	average	halal	socially	never	graduated from high school	pacific islander	70	20000	other	"san bruno, california"			sometimes	"english, hindi (fluently)"
34	single	m	straight	athletic	mostly anything	not at all	never			73	250000	banking / financial / real estate	"san francisco, california"		has cats	no	english (fluently)
44	single	m	straight	fit		socially	never	graduated from college/university	white	75	150000	executive / management	"oakland, california"	has a kid		no	"english (fluently), italian (poorly), german (poorly)"
31	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	white	71	100000	medicine / health	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	english
36	single	m	straight	fit		socially		graduated from college/university	white	71	150000	other	"san francisco, california"		likes dogs and likes cats	no	english
22	single	m	straight	athletic	mostly anything	rarely	never	graduated from high school	asian	64	1000000	hospitality / travel	"san francisco, california"		likes dogs	sometimes	"english, japanese, spanish, chinese"
30	single	m	straight	a little extra		socially	never		white	71	20000	student	"san francisco, california"		likes dogs and has cats	trying to quit	"english (fluently), spanish (poorly)"
30	single	f	straight	full figured	strictly anything	socially	never	working on masters program	white	68	150000		"oakland, california"			no	english
18	single	m	straight	fit	mostly anything	not at all		graduated from high school	white	71	20000	other	"berkeley, california"	"doesn't have kids, but might want them"	likes dogs and has cats	no	english
35	single	m	straight	average	mostly anything	socially	never	graduated from masters program	white	69	100000	artistic / musical / writer	"san francisco, california"	doesn't have kids	has dogs	no	english (fluently)
22	single	m	straight	average		socially	never	graduated from college/university	white	72	20000	science / tech / engineering	"sausalito, california"		likes dogs and dislikes cats	no	"english, chinese (poorly), spanish (poorly)"
24	single	m	straight		anything	rarely		graduated from space camp	"white, other"	75	20000	student	"berkeley, california"		likes dogs and has cats	sometimes	"english, latin (poorly), spanish (poorly)"
24	single	f	straight	average	strictly vegetarian	socially	sometimes	graduated from college/university	white	69	20000	artistic / musical / writer	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	when drinking	"english (fluently), spanish (okay)"
23	single	f	straight	a little extra		socially	never	graduated from college/university	asian	65	20000	student	"hercules, california"		has dogs	no	"english, korean"
32	available	m	straight			not at all				71	80000	science / tech / engineering	"el cerrito, california"	doesn't want kids		no	"english, c++ (fluently)"
23	single	f	straight	average		rarely	never	working on college/university	hispanic / latin	63	20000	clerical / administrative	"oakland, california"	"doesn't have kids, but might want them"	likes dogs	sometimes	"english (fluently), spanish (fluently)"
38	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	white	70	100000	computer / hardware / software	"san francisco, california"	doesn't have kids	likes dogs and likes cats	when drinking	"english (fluently), c++ (fluently)"
32	single	m	straight	jacked	strictly anything	socially	sometimes	working on space camp	"middle eastern, white"	67	1000000	hospitality / travel	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	sometimes	"english (fluently), latin (okay), spanish (okay), french (okay), serbian (poorly)"
26	single	m	straight	athletic	anything	socially	never	graduated from college/university	white	72	60000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), french (fluently)"
31	single	m	straight	fit	mostly other	often	never	graduated from college/university	white	79	60000	science / tech / engineering	"san rafael, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
31	single	f	straight	average	mostly anything	socially	never	graduated from masters program	pacific islander	60	100000	executive / management	"san francisco, california"		has dogs and likes cats	when drinking	"english (fluently), tagalog, spanish (poorly)"
31	seeing someone	m	straight	athletic		socially	never	graduated from college/university	asian	67	50000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	"english, chinese"
31	single	m	bisexual	average	vegan	rarely	never	graduated from college/university	white	68	20000	unemployed	"berkeley, california"	doesn't want kids	likes cats	no	english
39	single	m	straight	average	mostly anything	socially	never	graduated from college/university	hispanic / latin	69	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (fluently), italian (poorly), french (poorly)"
29	single	m	gay	average		socially	sometimes	graduated from college/university	asian	66	30000	other	"pinole, california"		likes dogs and likes cats	yes	english (fluently)
24	single	m	straight	athletic	mostly anything	often		working on ph.d program	white	74	30000	education / academia	"berkeley, california"				"english (fluently), italian (okay), latin (okay)"
32	single	m	straight	athletic		socially		graduated from college/university	white	68	80000	sales / marketing / biz dev	"san francisco, california"	"doesn't have kids, but might want them"		when drinking	"english (fluently), spanish (okay)"
21	seeing someone	f	straight	fit	strictly anything	socially	never	working on college/university	"asian, white, other"	66	1000000	student	"berkeley, california"		likes dogs and likes cats	no	english (fluently)
26	single	m	straight	average	mostly anything	often	never	graduated from college/university	black	70	30000	entertainment / media	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), french (poorly), spanish (poorly)"
38	single	m	straight	fit	mostly anything	socially		graduated from high school	white	66	30000	computer / hardware / software	"menlo park, california"		has dogs and likes cats	trying to quit	english
28	single	m	straight	jacked	mostly anything	socially	never	working on masters program	"hispanic / latin, white"	69	100000	executive / management	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and dislikes cats	no	"english (fluently), spanish (fluently), french (poorly)"
20	single	m	straight	thin		socially	never	working on college/university	white	74	20000	student	"san francisco, california"		likes dogs and likes cats	no	english (fluently)
32	single	f	straight	curvy	mostly anything	rarely	never	working on college/university	white	67	50000	clerical / administrative	"oakland, california"	has a kid	likes dogs and has cats	no	english
29	single	f	straight	curvy		socially	never	graduated from masters program	white	64	60000	medicine / health	"san francisco, california"	"doesn't have kids, but wants them"		no	"english (fluently), italian (okay), spanish (okay), lithuanian (poorly), french (poorly)"
23	single	f	straight	athletic		socially	never	working on college/university	hispanic / latin	62	20000	sales / marketing / biz dev	"san francisco, california"		likes dogs and dislikes cats	no	english
28	single	m	straight	athletic						68	150000		"san francisco, california"			no	"english, russian, other"
41	single	m	straight	average	mostly anything	socially	never	graduated from college/university	"asian, white, other"	70	50000	entertainment / media	"san mateo, california"	has kids	likes dogs and likes cats	no	"english (fluently), french (okay), spanish (okay), portuguese (okay)"
21	single	f	straight	athletic	mostly anything	very often	never	working on college/university	"hispanic / latin, white, other"	63	20000	student	"san francisco, california"		has dogs and likes cats	no	english (fluently)
26	single	m	straight	full figured	mostly anything	very often	often	working on college/university	white	68	20000	unemployed	"benicia, california"		has dogs and likes cats	no	english (okay)
40	single	m	straight	average	mostly anything	socially	never	dropped out of space camp	"white, other"	67	100000	computer / hardware / software	"san mateo, california"	doesn't want kids	likes dogs and has cats	yes	"english (fluently), german (okay), other (fluently), c++ (poorly), japanese (poorly)"
29	single	f	straight		mostly vegan	often		graduated from masters program	"asian, pacific islander"	62	1000000	education / academia	"oakland, california"		has dogs	sometimes	english (fluently)
33	married	f	straight			socially	never	graduated from college/university	asian	60	50000	banking / financial / real estate	"san francisco, california"		has dogs	no	"english (fluently), chinese (fluently), japanese (poorly)"
33	single	m	straight	curvy		often		dropped out of two-year college	black	71	150000	sales / marketing / biz dev	"oakland, california"		likes dogs and likes cats	no	english
40	available	m	bisexual			not at all	never	graduated from two-year college	white	72	40000	medicine / health	"oakland, california"	"has kids, and might want more"	likes dogs and likes cats	no	"english (fluently), german (poorly)"
25	single	m	straight	average	mostly anything	socially		working on college/university	"asian, pacific islander, other"	69	30000	transportation	"san francisco, california"			when drinking	"english (poorly), tagalog (poorly), spanish (poorly), japanese (poorly), arabic (poorly)"
27	single	m	straight	athletic	mostly anything	socially	sometimes	graduated from college/university		69	100000	banking / financial / real estate	"oakland, california"	doesn't have kids	likes dogs	no	english (fluently)
36	single	m	straight			often	sometimes	graduated from college/university	white	72	150000	artistic / musical / writer	"san francisco, california"		has cats	no	english (fluently)
27	single	m	straight	fit	mostly anything	not at all	never	graduated from college/university		66	20000	entertainment / media	"pleasant hill, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), frisian (poorly)"
30	single	m	straight	average	strictly anything	socially	never	graduated from college/university		70	30000	entertainment / media	"san francisco, california"		likes dogs and likes cats	no	"english, chinese (okay), italian (poorly), spanish (poorly)"
32	single	m	straight	athletic	strictly vegetarian	socially	sometimes	graduated from college/university	white	73	20000	other	"san francisco, california"	doesn't want kids	likes dogs and likes cats	sometimes	"english (fluently), spanish (okay), german (poorly), french (poorly)"
32	single	m	straight	thin		socially		two-year college	white	76	80000	construction / craftsmanship	"palo alto, california"	"has kids, and might want more"	has cats		english
26	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	other	71	70000	artistic / musical / writer	"atherton, california"		likes dogs and dislikes cats	no	english (fluently)
24	available	f	gay	average		rarely	sometimes	graduated from college/university	white	64	20000	other	"san francisco, california"		likes dogs and likes cats	no	"english, spanish (poorly)"
30	available	f	bisexual	athletic	anything	socially	sometimes	graduated from college/university	"hispanic / latin, white"	67	40000	other	"oakland, california"		likes dogs and has cats	no	"english (fluently), spanish (okay)"
26	seeing someone	m	straight			socially		graduated from college/university	white	70	80000	computer / hardware / software	"san francisco, california"			no	"english (fluently), c++ (fluently), german (okay)"
33	single	f	bisexual	thin	anything	socially	never	graduated from college/university	white	61	80000	medicine / health	"oakland, california"	"has a kid, and might want more"	likes dogs and has cats	no	"english (fluently), spanish (poorly), other"
27	single	m	straight	athletic	mostly anything	socially	never	working on college/university	"black, hispanic / latin"	70	70000	hospitality / travel	"berkeley, california"	wants kids		no	"english, french, spanish"
36	single	f	straight	fit	mostly anything	socially		graduated from masters program	white	69	40000		"oakland, california"		likes dogs and likes cats	no	english (fluently)
29	single	f	straight	curvy	mostly vegetarian	rarely	never	graduated from masters program	black	65	40000	education / academia	"oakland, california"		likes dogs and likes cats	no	"english, hebrew, spanish (poorly)"
24	single	m	straight	fit			never	graduated from college/university	"asian, black, native american, pacific islander"	67	50000	sales / marketing / biz dev	"berkeley, california"	"doesn't have kids, and doesn't want any"	has dogs and dislikes cats	no	english
27	single	m	straight	skinny	strictly anything	often		dropped out of space camp	"hispanic / latin, white"	70	50000	other	"san francisco, california"	doesn't have kids	likes dogs and likes cats	trying to quit	english (fluently)
42	single	f	gay	jacked	mostly anything	rarely	sometimes	graduated from college/university	white	63	40000	education / academia	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
32	seeing someone	m	straight	skinny	mostly anything	rarely	often	graduated from college/university	white	72	20000	unemployed	"oakland, california"	"doesn't have kids, but wants them"	has dogs and has cats	yes	"english (okay), esperanto (fluently)"
38	single	m	straight	skinny		socially	never	graduated from masters program	indian	69	150000	computer / hardware / software	"san francisco, california"		likes dogs and has cats	no	"english (fluently), hindi (fluently), bengali (okay)"
25	available	m	straight	average	strictly vegan	rarely	never	graduated from college/university	"hispanic / latin, white"	68	20000	unemployed	"hayward, california"		likes dogs and has cats	no	english (fluently)
20	single	f	straight	average		very often	sometimes	working on college/university	white	63	20000	student	"berkeley, california"	doesn't want kids	dislikes dogs and likes cats	sometimes	english (fluently)
28	single	m	straight	athletic	mostly anything	rarely	never	graduated from college/university	white	76	60000	science / tech / engineering	"san francisco, california"	doesn't have kids	has dogs and likes cats	no	english
30	single	f	straight	average	mostly anything	socially	never	graduated from college/university	black	67	80000	science / tech / engineering	"burlingame, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), sign language (okay)"
33	single	f	straight	fit		socially	never	dropped out of space camp	"black, native american"	62	100000	science / tech / engineering	"oakland, california"	doesn't want kids	likes dogs and has cats	when drinking	"english (fluently), lisp (fluently), c++ (okay), french (poorly)"
24	single	m	straight	athletic		socially	never	working on college/university	white	70	30000	science / tech / engineering	"benicia, california"	doesn't want kids	has dogs and has cats	no	"english (fluently), french (okay)"
26	single	m	straight	average	anything	socially	never	working on ph.d program	white	72	50000	science / tech / engineering	"berkeley, california"	doesn't have kids	likes dogs and likes cats	no	"english, german (poorly), hindi (poorly)"
42	single	m	gay	fit	strictly anything	not at all	never	graduated from college/university	white	72	20000	artistic / musical / writer	"san francisco, california"	doesn't have kids		no	english (fluently)
25	single	m	straight	athletic	mostly anything	socially	sometimes	graduated from high school	"hispanic / latin, white"	69	30000	rather not say	"alameda, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	when drinking	english
42	single	m	straight	average		not at all	never		white	72	80000	construction / craftsmanship	"san mateo, california"	has kids		no	english
22	single	m	straight	a little extra	mostly anything	socially	never	dropped out of two-year college	"asian, hispanic / latin"	66	20000	entertainment / media	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), chinese (okay), spanish (poorly)"
19	single	m	straight	athletic	anything	rarely	never	working on two-year college	white	73	20000	other	"millbrae, california"	"doesn't have kids, but wants them"	has dogs and has cats	no	english
24	single	m	straight	athletic		socially	never	graduated from high school	white	75	40000	military	"alameda, california"	doesn't have kids	likes dogs	no	english
27	single	m	straight	athletic	mostly anything	socially		working on two-year college	white	73	30000	hospitality / travel	"san francisco, california"		likes dogs and likes cats	yes	english
33	single	f	straight			socially	never	working on two-year college	white	61	20000	clerical / administrative	"alameda, california"	doesn't want kids	likes dogs and likes cats	no	english
22	single	m	straight	fit	mostly anything	socially	never	working on college/university	asian	64	20000	student	"san francisco, california"		dislikes dogs and likes cats	no	"english (fluently), chinese (poorly)"
30	single	m	straight	average		socially	never	graduated from college/university	asian	66	70000	sales / marketing / biz dev	"san francisco, california"	doesn't have kids	likes dogs and likes cats	trying to quit	english (fluently)
24	seeing someone	f	straight	curvy	anything	socially	never	graduated from college/university	"asian, white"	59	30000	sales / marketing / biz dev	"san francisco, california"	doesn't want kids		no	"english, other (fluently)"
31	single	m	straight	fit		socially	sometimes	graduated from two-year college	white	75	20000	other	"palo alto, california"		has cats	no	"english, german (poorly)"
26	seeing someone	f	straight	average	mostly anything	not at all	never	graduated from college/university	asian	66	20000	unemployed	"berkeley, california"	doesn't have kids	likes dogs	no	"english, chinese"
35	single	m	straight	a little extra	anything	socially	sometimes	graduated from college/university		73	80000	science / tech / engineering	"san francisco, california"	"has a kid, and might want more"	likes dogs	no	english
34	single	m	straight	a little extra	mostly anything	socially	never	graduated from college/university	pacific islander	66	100000	computer / hardware / software	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (okay), tagalog (poorly), rotuman (poorly)"
25	single	m	straight	average	strictly anything	socially		working on masters program	white	74	20000	student	"san francisco, california"		likes cats	no	english (fluently)
31	available	f	bisexual	curvy		rarely	never	working on college/university	white	63	20000	student	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), irish (poorly), german (poorly), french (poorly), spanish (poorly)"
28	seeing someone	m	gay	average	strictly vegetarian	rarely	never	working on college/university	white	74	20000	other	"emeryville, california"		likes dogs and likes cats	when drinking	english (fluently)
27	single	m	straight	average	strictly anything	socially	never	graduated from college/university	white	69	1000000	banking / financial / real estate	"san mateo, california"			no	"english (poorly), japanese (okay)"
20	single	m	straight	fit		socially	never	working on college/university	asian	68	20000	sales / marketing / biz dev	"daly city, california"	doesn't have kids		no	"english, chinese"
29	available	m	bisexual	average	mostly anything	socially	never	graduated from high school		68	20000	other	"oakland, california"		likes dogs and likes cats	no	english
26	available	f	bisexual	curvy	mostly vegetarian	rarely		working on two-year college		66	20000	other	"san francisco, california"	doesn't want kids	has dogs and likes cats	no	english
18	single	f	straight	fit		rarely	often	graduated from high school	white	62	30000	other	"san francisco, california"			yes	english
21	single	m	straight	curvy	mostly anything	socially		working on two-year college	white	71	20000	other	"san francisco, california"	"doesn't have kids, but wants them"	has dogs and has cats	trying to quit	"english (fluently), spanish (poorly)"
45	single	m	straight	fit		very often		graduated from ph.d program	white	67	80000	science / tech / engineering	"menlo park, california"		likes dogs and likes cats	yes	"english, spanish (poorly)"
35	married	m	straight	fit	anything	socially	never	graduated from masters program		69	100000	executive / management	"san francisco, california"	"has kids, but doesn't want more"		no	"english (fluently), russian (fluently), c++ (poorly)"
47	single	f	bisexual	thin	mostly vegetarian	rarely	never	graduated from two-year college	hispanic / latin	65	20000	artistic / musical / writer	"san francisco, california"		likes cats	no	"english (fluently), spanish (okay), german (okay)"
48	single	f	straight	fit	mostly anything	often		graduated from masters program	asian	63	100000	sales / marketing / biz dev	"san francisco, california"		likes dogs and has cats	no	"english (fluently), french (okay), chinese (poorly), spanish (poorly)"
29	single	m	straight	athletic	strictly anything	often	sometimes	dropped out of space camp	"hispanic / latin, white"	68	20000	medicine / health	"san francisco, california"	wants kids	likes dogs and likes cats	no	english (fluently)
24	single	m	straight	average	mostly anything	socially		working on two-year college	white	67	20000	student	"san rafael, california"			sometimes	english (fluently)
30	single	m	straight	overweight	mostly anything	rarely	often	dropped out of high school	white	73	20000	sales / marketing / biz dev	"san francisco, california"		has dogs and likes cats	when drinking	english (fluently)
61	single	m	straight	athletic	mostly vegetarian	socially	never	graduated from high school	black	69	100000	other	"pleasant hill, california"	has a kid		no	english
22	single	m	straight	skinny	mostly anything	often	never	working on two-year college	white	72	20000	medicine / health	"benicia, california"	doesn't have kids	likes dogs and likes cats	sometimes	english (fluently)
22	single	m	straight	average	anything	socially	never	graduated from high school	"native american, white"	69	20000	military	"vallejo, california"	"doesn't have kids, but might want them"	has dogs and has cats	no	english (okay)
24	single	m	straight	thin	strictly anything	often	sometimes	working on ph.d program	white	73	40000	education / academia	"berkeley, california"			no	english
32	available	m	bisexual	average	mostly vegetarian	socially	sometimes	graduated from masters program	white	74	100000	other	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	english (poorly)
19	single	m	gay	average	mostly anything	socially		working on college/university	hispanic / latin	67	250000	artistic / musical / writer	"san francisco, california"	"doesn't have kids, but might want them"		no	english
32	single	m	straight	fit		socially	never	graduated from two-year college	asian	71	30000	hospitality / travel	"oakland, california"			trying to quit	"english (fluently), khmer (fluently)"
22	seeing someone	m	straight	fit	mostly anything	often	sometimes	working on college/university	white	74	20000	science / tech / engineering	"palo alto, california"		has dogs and likes cats	no	english (fluently)
28	single	m	straight	jacked		desperately	often		white	50	500000	banking / financial / real estate	"south san francisco, california"	doesn't want kids	has dogs and has cats	trying to quit	"english, arabic, spanish, chinese, french"
37	single	m	straight	average					white	75	80000	construction / craftsmanship	"alameda, california"	has kids	has dogs and has cats	yes	english
34	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	67	80000	sales / marketing / biz dev	"san francisco, california"			no	"english (fluently), german (okay), hungarian (okay)"
25	single	m	straight	fit	mostly vegetarian	very often	sometimes	graduated from college/university	white	74	250000	political / government	"albany, california"		has dogs and has cats	when drinking	english
35	married	m	straight	overweight	mostly other	socially	never	dropped out of college/university	white	72	1000000	other	"pinole, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	english (fluently)
25	single	f	bisexual	fit	mostly anything	socially		working on college/university	"indian, white"	69	20000	artistic / musical / writer	"oakland, california"		likes dogs and likes cats	no	english (fluently)
33	single	m	straight	athletic	anything	socially	never	graduated from college/university	white	71	100000	sales / marketing / biz dev	"san francisco, california"			sometimes	"english (fluently), french (poorly)"
26	single	m	gay	fit		socially	never	graduated from college/university	white	70	60000	political / government	"san francisco, california"			no	"english (fluently), c++ (poorly)"
52	single	m	straight	athletic	mostly anything	rarely	never	graduated from college/university	white	68	100000	computer / hardware / software	"mill valley, california"	"has kids, but doesn't want more"	has dogs and has cats	no	"english (fluently), c++ (fluently), russian (okay)"
27	married	f	straight	curvy	strictly other	socially	never	graduated from college/university	white	67	30000	artistic / musical / writer	"san mateo, california"	"doesn't have kids, but wants them"	likes dogs and has cats	no	"english (fluently), spanish (poorly), yiddish (poorly)"
43	single	m	straight	a little extra	mostly anything	socially	never	graduated from two-year college	asian	71	60000	computer / hardware / software	"hayward, california"	has kids	likes dogs	no	english
50	single	f	straight	curvy		socially	never	graduated from masters program	white	65	60000	education / academia	"emeryville, california"	"has kids, but doesn't want more"	has dogs and likes cats	no	"english (fluently), spanish (fluently), french (poorly)"
28	single	m	gay	full figured	strictly vegetarian	socially	sometimes	graduated from masters program	white	69	100000	computer / hardware / software	"redwood city, california"			no	"english (fluently), dutch (fluently), german (okay), french (okay)"
23	single	f	straight	full figured	strictly anything	socially		working on masters program	white	65	1000000	medicine / health	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs	no	"english (fluently), sign language (fluently)"
45	single	m	straight	thin	anything	socially	never	graduated from two-year college	white	70	100000	construction / craftsmanship	"san francisco, california"			no	"english, english, latin"
62	single	m	straight	fit	mostly anything	socially	never	graduated from two-year college	white	73	40000	hospitality / travel	"novato, california"	doesn't want kids	has dogs	no	english
31	single	m	straight	athletic	mostly other	socially	never	graduated from law school	white	69	150000	law / legal services	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	english
46	single	f	straight	fit		socially	never	graduated from masters program	white	67	60000	education / academia	"benicia, california"			no	"english, spanish"
23	single	m	straight	a little extra	mostly anything	socially	sometimes	graduated from high school	asian	64	20000	unemployed	"san pablo, california"	"doesn't have kids, but wants them"		no	english (fluently)
23	single	m	straight	fit	mostly anything	not at all	never	working on college/university	white	74	20000	hospitality / travel	"san rafael, california"		likes dogs and likes cats	no	english (fluently)
20	single	m	straight	average	mostly anything	socially	sometimes	working on two-year college	white	75	20000	student	"oakland, california"	doesn't want kids		yes	english
30	available	m	bisexual	fit		socially		working on masters program	white	74	20000	education / academia	"san francisco, california"	doesn't want kids	likes dogs and has cats	no	"english (fluently), french (fluently), sign language (fluently)"
34	single	m	straight	average		socially	sometimes	working on space camp	white	72	150000	science / tech / engineering	"san francisco, california"	"has kids, but doesn't want more"	likes dogs and likes cats	no	"english (poorly), latin (poorly), ancient greek"
29	single	f	straight	full figured	mostly vegetarian	socially	never	working on college/university	white	66	40000	medicine / health	"redwood city, california"		has dogs and likes cats	when drinking	"english (fluently), spanish (okay)"
23	single	m	straight	athletic	mostly anything	socially	never	graduated from masters program		67	100000	student	"stanford, california"	"doesn't have kids, but wants them"	likes dogs	no	"english, hindi"
23	single	m	straight	average		often	never	working on college/university	hispanic / latin	68	40000	construction / craftsmanship	"san francisco, california"	"doesn't have kids, but wants them"			"english (fluently), spanish (fluently)"
27	seeing someone	m	straight	thin	anything	very often	sometimes	dropped out of two-year college	"hispanic / latin, white"	70	150000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
28	single	m	straight	average	mostly anything	often	sometimes	working on college/university	white	69	20000	unemployed	"oakland, california"		likes dogs and likes cats	trying to quit	"english (fluently), sign language (poorly)"
30	single	m	straight	average	mostly anything	often	never	graduated from college/university	white	73	20000	other	"oakland, california"		likes dogs and likes cats	when drinking	english
29	single	m	gay	athletic	mostly anything	not at all	never	graduated from college/university	"asian, pacific islander"	66	40000	medicine / health	"ozone park, new york"	"doesn't have kids, but wants them"	has dogs and likes cats	no	"english (fluently), tagalog (fluently), japanese (okay), russian (okay), sign language (fluently)"
43	single	m	gay	fit	mostly vegetarian	rarely	never	graduated from masters program	white	69	100000	medicine / health	"san francisco, california"			no	english
45	single	m	straight	athletic		not at all	never	graduated from college/university	white	74	150000	science / tech / engineering	"oakland, california"	has kids	likes dogs and has cats	no	"english (fluently), french (okay), spanish (poorly)"
40	single	m	straight	fit		rarely	never	graduated from two-year college	white	70	100000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (okay)"
56	single	m	gay	skinny		socially	never	graduated from masters program	white	69	80000	science / tech / engineering	"san francisco, california"	doesn't want kids		no	"english (fluently), german (poorly)"
28	single	m	straight	athletic		socially	never	graduated from college/university	white	70	80000		"millbrae, california"			sometimes	english
29	single	f	straight	thin		not at all	never		asian	58	40000	education / academia	"san francisco, california"		has cats	no	"english, indonesian"
34	single	m	straight	athletic	anything	socially		graduated from law school	white	71	70000	law / legal services	"oakland, california"		likes dogs and likes cats	no	"english (fluently), hungarian (fluently), german (fluently), spanish (poorly)"
59	single	m	straight	athletic	strictly anything	socially	never	graduated from masters program	white	70	50000	education / academia	"berkeley, california"	has a kid	likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
35	single	m	straight	fit	strictly anything	socially	sometimes	graduated from college/university	"native american, white"	75	100000	computer / hardware / software	"pacifica, california"		dislikes dogs and likes cats	no	"english (fluently), spanish (okay), latin (poorly), sanskrit (poorly)"
59	single	f	straight	average	mostly vegan	socially	never	graduated from college/university	white	69	20000	retired	"san francisco, california"	"has a kid, but doesn't want more"	likes dogs and likes cats	no	english
